#name1,name2,distance,forced_redirection
309178965,31998429,25.8,0
309178967,32912008,26.4,0
309178967,970448333,14.4,0
309199880,309178961,13,0
309199880,309178965,24.4,0
309204017,309204019,9.9,0
309204019,33177812,73.3,0
309204021,34075015,13.7,0
309842952,309848908,14.2,0
309842952,309843476,24,0
309843476,60062466,101.7,0
309848891,309848897,3.4,0
309848897,309843476,13.8,0
309848908,512556025,2.7,0
309848908,1102414768,1.9,0
309849823,317519438,36,0
309849823,317519473,12.8,0
310004742,317519436,13.4,0
310004742,32853978,38.5,0
310004759,32001757,8.6,0
310255214,650933241,59.2,0
310343495,802636785,27.7,0
310343495,802636785,27.9,0
310785551,1264999074,13.9,0
314822989,681605691,1.6,0
314822993,33177716,21.7,0
315294609,310004759,29,0
315294609,33540706,18.7,0
315296324,262875831,7.1,0
315296324,262875835,9.6,0
315306728,262875841,7.1,0
315306728,315306730,6.9,0
315306730,315294609,11.6,0
317452295,3239309345,20.8,0
317452295,257076620,17.2,0
317519436,317519452,9.3,0
317519438,5267289452,12,0
317519452,317519438,21.1,0
317519452,317519473,21.1,0
317519473,317519474,7.9,0
317519474,651008670,13.4,0
317519474,33540689,13.1,0
319141886,319141959,23.1,0
319141886,309204021,20,0
319141959,294766193,5.7,0
319563135,1265091028,74.8,0
345179474,32001912,14,0
345179474,1599823230,19.5,0
357176013,32005096,346.9,0
485954880,237965629,11,0
485954933,1032198788,21.4,0
485954933,621893,29.7,0
485959947,2219214377,11,0
485959947,1088207313,22.5,0
485961585,485961596,24,0
485961585,6539011345,5.3,0
485961596,299213945,35,0
485961597,485954880,25.1,0
485961597,9316329953,7.5,0
495528478,500881661,20,0
495528478,495553484,25.9,0
495553484,766922463,99.4,0
495660343,506484496,83.7,0
506481233,708978474,80.7,0
506481238,506481233,15.8,0
506481238,6171476816,3.6,0
506484496,734664811,13.7,0
506484496,1309478619,18.9,0
512556015,237965658,5.5,0
519656708,713361353,8.5,0
519656708,437566156,8,0
519656709,519740356,4.2,0
519656709,519656708,6.4,0
519656712,519739383,5,0
519739351,519739383,16.1,0
519739383,519656709,4.3,0
519740356,32001805,245.2,0
520357869,519735334,13.4,0
520357869,519739351,26.4,0
520357892,519740356,49.8,0
520357892,520357869,7.4,0
520365567,521181710,6.4,0
520367238,1031422131,7.3,0
520367238,520367282,17.1,0
520367282,520367305,6.6,0
520367305,848426192,210.5,0
521181710,411066088,8.4,0
521181710,756366994,13,0
521639330,521639365,17.9,0
521639330,1088208207,13.2,0
521639365,1088207356,11.1,0
521639365,1088207663,7,0
521757350,853130608,2.9,0
521757350,1599823727,5.8,0
529037452,9981314420,14.4,0
529556124,261144214,3.7,0
529823533,33177832,56.7,0
529823903,853129818,4.7,0
529823903,319563135,17.6,0
538026192,720745183,10.1,0
603169990,1265021802,1.6,0
603169991,720745183,13,0
603169991,1599823931,38,0
618002397,1786806289,4.6,0
618002397,1599824203,31.5,0
618003394,32214496,4.9,0
621190622,33516584,21.3,0
641167637,7400766266,17.9,0
641167637,641167708,43.2,0
644617087,6532562440,38.1,0
644617087,7400766266,23.1,0
650933241,650933265,14.5,0
650933241,146850563,52.5,0
650933265,309204017,34.7,0
650933265,294766234,20.4,0
650933311,33511356,21.8,0
650933311,650933337,18.8,0
650933337,146850563,7.7,0
650933674,34075008,11.7,0
650933674,309204019,47.4,0
650934134,2564982682,26.5,0
650934139,650933337,30.6,0
650934139,33511356,15.7,0
650934211,3239309345,15,0
650934211,257076620,28.2,0
651008670,315296324,14.7,0
668589824,764054016,0.4,0
669076112,303700985,32.4,0
669076112,252509536,10.1,0
681605691,314822993,11.4,0
689820754,689821011,20.2,0
689821011,621890,26.4,0
689822089,1032132293,1.4,0
689822089,1032132290,4.5,0
693195221,693195229,16.6,0
693195229,60734087,15.4,0
707061953,485961597,33.2,0
707061958,707061968,18.5,0
707061958,52803288,11.5,0
707061968,52747361,4.7,0
707061968,299213485,2.7,0
707061972,707061953,11.4,0
708978468,260579534,36.7,0
708978468,1323546126,26,0
708978472,506481238,74.4,0
708978474,1514799125,10.3,0
708978474,708978489,16.2,0
708978475,1100524592,134.4,0
708978487,1088016558,10.3,0
708978487,708978475,15.8,0
708978489,1599822909,105.9,0
720745183,31997871,7.2,0
720765279,124070600,3.6,0
720765279,31997549,20.4,0
734260492,1264999115,38.6,0
744718012,744718025,17.5,0
744718025,495528478,82.2,0
756357060,520367282,11.3,0
756366994,520367238,4.5,0
760489499,1599824203,12.9,0
760489517,2642030677,3.1,0
760489517,1264966813,3,0
761583974,1680885006,228.6,0
761583976,8119813190,18.6,0
761583976,1578362941,49.5,0
762071027,762071043,11.3,0
762071027,5566423240,25.1,0
762071043,8522198402,5.4,0
762071043,5048611766,3.2,0
762086284,762086307,15.9,0
762086307,641167708,85,0
764054016,261144227,0.4,0
764054016,288533272,1.1,0
766922430,767534642,17.3,0
766922430,260818758,27.9,0
766922463,1102431447,17.9,0
766922463,766922485,23.4,0
766922485,250139304,11.2,0
773239535,761583974,9.4,0
776055429,46986009,11.9,0
776055429,776055422,21.3,0
802590663,265772427,26,0
802590663,265772427,26.1,0
802636785,1780266847,5.2,0
846920182,846920205,26.2,0
846920182,1032199335,20.6,0
846920204,846920337,14.6,0
846920204,8137623679,26.4,0
846920285,846920373,2.3,0
846920337,3788501150,46.6,0
846920359,846920285,28.9,0
846920359,146850719,21.4,0
846920373,846920204,23.7,0
848426192,1032132268,18.7,0
848426192,689822089,9.5,0
853129818,853132826,6.7,0
853129818,853132079,4.4,0
853132064,529823533,7.1,0
853133133,319563135,8.1,0
895799084,260818758,15.4,0
895799103,895799153,16.4,0
895799103,495660343,26,0
895799153,6169178818,1.1,0
895799153,500881656,1.5,0
955799847,1347883341,33.2,0
970448333,1036622751,1.9,0
970448333,257754466,1.5,0
976461969,520357892,213.6,0
976462036,1599823432,2,0
986522561,245953214,167.3,0
1000791502,5366522283,421.2,0
1000791538,9080560318,17.2,0
1000791538,9080560597,11.4,0
1000791563,1000791502,11.8,0
1000791695,1000791365,12.7,0
1000791699,1000791691,5.3,0
1000791699,920120344,11.9,0
1000791757,1000791563,7.8,0
1000791818,1000791563,6.5,0
1013404747,1013404829,17.7,0
1013404747,3788011002,11.9,0
1031422113,519739351,9,0
1031422131,519822820,1.2,0
1031422131,1599823511,1,0
1032132268,846920359,122.1,0
1032132290,1032132268,12.2,0
1032199335,693195229,14.7,0
1032199335,3787914901,15.3,0
1033053455,1033053828,11.8,0
1033053697,311806624,14.2,0
1033053697,1264999074,51.4,0
1033053828,31998477,16.4,0
1033062053,9981314419,0.2,0
1033218399,756357060,2.2,0
1036605296,33518875,11.2,0
1036605296,1149482462,7.5,0
1036605321,32214496,4.3,0
1036622719,258102146,2.7,0
1036622742,33177765,3.4,0
1036622757,309178962,2.5,0
1036622760,2564982693,2.4,0
1037086055,734260492,11.9,0
1080776193,1589979062,24.4,0
1080776193,1080777348,80.4,0
1080776503,3769732210,16,0
1080777008,1080777070,16.5,0
1080777008,36162872,15.8,0
1080777044,1080776503,1.2,0
1080777339,1080777264,1.1,0
1080777339,1080776767,1.4,0
1080777348,46988587,360.9,0
1081813530,1081848807,9.7,0
1081848595,802590663,17.1,0
1081848807,32683425,33.9,0
1081848807,1081813530,9.7,0
1087986662,1087986334,16.2,0
1087986662,1087987093,12.7,0
1087987093,708978487,100.5,0
1088016558,1514799101,1.8,0
1088016558,1514799115,1.8,0
1088016641,708978489,9.9,0
1088207401,1088254599,21,0
1088207544,1088255836,16,0
1088207558,1088207401,8.6,0
1088207663,1088255836,9.5,0
1088207936,1088207663,7.1,0
1088208207,1080776193,60.8,0
1088254599,46986006,80.1,0
1088255762,1088254599,9.3,0
1088255836,1088208207,27.9,0
1097898955,31997531,16.2,0
1100524592,1100524836,15.1,0
1100524592,1100524851,3.4,0
1100524836,708978468,21.9,0
1102414764,237965658,4.9,0
1102414764,3284685362,0.6,0
1102414768,309848886,0.6,0
1102414768,309848897,3.1,0
1149482462,32214483,13.8,0
1149482462,31487558,13.1,0
1264999074,1264999107,37.5,0
1264999107,5430958367,43.9,0
1264999107,1037086093,13.9,0
1264999115,310785548,14.9,0
1264999115,1033053828,51.8,0
1265021753,1265021802,2.5,0
1265021783,1265021790,3.2,0
1265021783,60039394,2,0
1265021802,603169991,3.2,0
1265060126,261144195,10.9,0
1265060126,8001112525,21.6,0
1265091028,650934139,11,0
1265091028,650934134,46.7,0
1269637886,269243949,31.4,0
1269637886,240022316,17.9,0
1269647021,1269647073,4.6,0
1269647021,5000117716,3.2,0
1309478550,1309478619,12.1,0
1309478588,1309478601,10.2,0
1309478588,744718025,21.1,0
1309478619,1589971170,139.3,0
1323517594,1100524836,1.5,0
1323546126,2875257077,3.5,0
1323546126,1323546123,2.4,0
1323546210,1323546449,2.2,0
1323546210,708978472,26.7,0
1347883328,1347883378,10.7,0
1347883378,146850795,8.5,0
1347883378,1347883513,15.6,0
1347883513,345179474,4.4,0
1455771448,24970898,21.8,0
1462313679,1033062053,9.3,0
1462313684,3509196645,0.3,0
1462313684,1462313679,1.6,0
1462313701,1462313688,1.1,0
1462313701,1462313684,1,0
1514799119,708978475,9.7,0
1514799123,1514799119,1.4,0
1514799125,708978463,1.9,0
1514799125,708978479,1.1,0
1514799138,1088016641,1.1,0
1528494834,1000791538,177.7,0
1578362941,8119813458,19.7,0
1578362941,60734085,28.8,0
1589971170,708978472,38.1,0
1589971170,1323546210,26.5,0
1589979062,1080777339,18.8,0
1589979062,621890,53,0
1599822909,1599823024,19.8,0
1599822909,776055429,16.3,0
1599823222,846920285,14.8,0
1599823222,146850719,18.3,0
1599823230,1599823222,5.6,0
1599823372,1599823380,1.3,0
1599823372,1599823388,2.2,0
1599823386,1599823432,2,0
1599823432,976461969,10.7,0
1599823606,520365567,19.2,0
1599823609,1081240671,10,0
1599823609,520365567,13,0
1599823612,1599823609,1,0
1599823612,520367305,61.4,0
1599823931,309178967,26.2,0
1599824203,33509533,32.9,0
1648744305,4027739262,16.3,0
1669141458,31487592,4.5,0
1680885006,294767627,30.9,0
1680885006,621909,34.6,0
1786806289,1786806311,4.7,0
1786806289,1786806245,4,0
1786817943,681605691,1.9,0
1949932704,495660343,17.2,0
2019731070,34389302,440.9,0
2337526990,485961596,1.1,0
2564982682,2564982686,0.7,0
2564982682,31999803,15.1,0
2564982693,650933674,28.1,0
2713839069,764054016,0.8,0
2713839069,8000933443,0.7,0
2753388383,261144214,3.3,0
2875257075,2875257077,1.7,0
2875257077,260579534,19.6,0
2942750226,1528494834,28,0
2942750226,2942750227,7.4,0
3048952663,756357060,1.1,0
3239246171,703260593,21.5,0
3239246171,310255214,10.6,0
3239246175,5267289455,41,0
3239309345,319141886,8.8,0
3337495021,31999803,1.8,0
3509196631,3509196632,0.2,0
3509196632,260643671,0.2,0
3509196632,32912023,12.4,0
3509196650,1462313679,1.1,0
3591731554,529823903,52.9,0
3735018903,3735018907,6.5,0
3735018907,521639330,27.3,0
3769732210,1080777348,19.4,0
3773716425,3735018907,12.8,0
3773716425,6172607245,6.8,0
3788010982,485961585,8.9,0
3788011002,36164776,84.2,0
3788501127,761583974,51.7,0
3788501129,3788501127,14.1,0
3788501150,3788501127,26.7,0
3788501150,6175540535,9.7,0
4026674220,304853271,33.7,0
4027739262,1455771409,33,0
4089735557,1514799119,1,0
4089735562,1088016641,0.7,0
4321869651,2019731070,11,0
4444420372,146850786,10.1,0
4444420372,3788010982,22.4,0
4682491447,1528494834,13.7,0
4838978393,4838978384,4.5,0
4838978393,8245682395,6.6,0
4838978419,33177839,15.7,0
4838979732,3591731554,10.7,0
4838979745,4838979732,6.2,0
5000117720,4838979732,4.5,0
5000118227,4838978419,4,0
5000118230,4838978419,6,0
5267289447,33540706,20.9,0
5267289447,310004759,16.1,0
5267289452,3239246171,37.7,0
5267289455,32001757,50.5,0
5267289455,33540688,12.8,0
5366522283,4026674220,23.6,0
5366522283,459548551,55,0
5463920377,766922485,14,0
5570485016,846920373,23.7,0
5570485016,1599823230,9.1,0
5596897042,33516584,10,0
5596897070,1036605303,13.5,0
5596897070,5596897042,2.3,0
5596897087,618002397,15.3,0
5888420806,734260492,38.6,0
6169178815,1949932704,1.3,0
6169178831,6169178835,2,0
6169178835,495553484,15,0
6169178838,1949932704,1.9,0
6171476815,506481233,2.6,0
6532006563,459548551,32.3,0
6532006563,9082644896,25.7,0
6532562463,641167637,4.6,0
6908191719,33177856,19.8,0
6926317063,760489499,1.9,0
6926317064,760489499,2,0
7119416021,693195221,2.6,0
7119416095,693195221,3.4,0
7134916882,60734085,6.3,0
7400766256,7400766269,14.8,0
7400766266,33508372,73.1,0
7400766269,33508359,25.4,0
8063167805,1032132290,2.2,0
8119813033,773239535,2.7,0
8119813123,773239535,8,0
8119813190,8119813029,1.2,0
8119813190,8119813184,2.5,0
8137623650,846920337,19.7,0
8583389383,7400766269,26.7,0
9080560597,9080560295,9.4,0
9080560597,1000791365,10.2,0
9080560843,1000791699,11,0
9080560843,1000791502,10.4,0
9082644896,2942750226,223.6,0
9316329983,485954880,1.6,0
9981314419,9981314420,0.5,0
9981314419,1081848807,3.5,0
9981314420,260643660,1.1,0
9981314420,529037452,14.4,0
10298008653,6169178835,1.2,0
145674,1363116501,34.1,0
145674,1384954724,52.7,0
145725,1610983826,3.9,0
145725,3124717649,13.7,0
145750,32235297,12.1,0
145751,5225526249,7.2,0
8809796,258102154,12.6,0
8809796,1599824471,25.2,0
24959352,258497118,174.2,0
24959741,3127066224,17,0
24959741,1384954726,40.7,0
26268530,31281245,1.7,0
30295199,676887915,7.4,0
30295199,2503946837,6.1,0
30295316,255006622,8.3,0
30895484,117908004,12,0
30895484,1763265983,34.8,0
30895600,36139992,49.6,0
31281245,3124579585,12,0
31298366,1589528066,7.1,0
31298366,3124717649,63.9,0
31366015,365683844,51.4,0
31366015,296083687,8,0
31366043,31366044,8.1,0
31366044,30895484,59.8,0
31483070,275206152,11.1,0
31483070,1536930536,23.8,0
31488714,78454994,26.7,0
31488714,2123765307,6.3,0
31488721,2133777039,33.1,0
31488721,3163475699,15.8,0
31494117,31494415,2.6,0
31494415,1811420296,14,0
32001724,33516604,67.2,0
32002486,3031411886,2.4,0
32212582,35232643,141.2,0
32212610,8809796,134.1,0
32212744,78453751,20.8,0
32212763,35232592,11.2,0
32212763,32213047,19.6,0
32213025,32212744,3.7,0
32235297,506575014,32.8,0
32235297,54689633,81.9,0
33507512,109570126,131.4,0
33507620,33507622,10.9,0
33507620,33516629,7,0
33507622,1036941871,53.3,0
33516603,137857939,15.8,0
33516603,3031411886,5.1,0
33516604,137857939,11.6,0
33516604,33516603,10.3,0
33516629,33507622,14.5,0
33516629,3950406394,2.9,0
35232562,35232592,17,0
35232592,32212610,7.4,0
35232643,78453751,17.9,0
35232643,3155733878,18.8,0
36139992,30295199,8.9,0
36139992,3121590101,29.8,0
60269067,1037024679,1.7,0
60481384,944416204,5.1,0
60488734,1287419847,6,0
60734522,1037024625,16,0
60734522,60734547,28.4,0
60734530,870821146,93.1,0
60734536,60734530,28.2,0
60734536,663981166,18,0
60734547,719071764,87.8,0
61078202,104241361,214.5,0
61078316,3950406394,2.1,0
76462240,76462244,6.3,0
76462240,1589527938,7.3,0
76462244,2503802982,10,0
76462244,76462246,5.4,0
78453751,31488714,97,0
78454994,31488721,92.4,0
81499614,81500579,26,0
81499614,109642130,15.5,0
81500579,109618008,5.2,0
82732104,82732107,5.7,0
82732104,6723124748,1.3,0
82732107,82732104,5.7,0
82732107,111436321,5.9,0
82732110,111436321,4.7,0
82732110,82732107,4.9,0
82732270,101015999,3.7,0
82732270,82732273,3.9,0
82732273,364772110,31.1,0
84506918,250607989,12.1,0
84506918,3346575812,14.1,0
101015999,82732270,3.7,0
101015999,1038557261,1.2,0
104241358,124065814,114.2,0
104241361,286709670,10,0
104241361,104241358,19.4,0
109570126,137814799,12.6,0
109570126,109570040,15.8,0
109571503,137814799,13.2,0
109617139,121715099,11.2,0
109617139,109617154,16.4,0
109617154,81499614,9.4,0
109618008,3391371413,18,0
109618008,364772126,11.1,0
109623382,1637746186,31.2,0
109623382,121714005,17.3,0
109623922,109623382,8.9,0
109623922,109626019,39.6,0
109625203,121715099,17.9,0
109625203,109617154,9.5,0
109626019,82732110,33.3,0
109626643,109642130,28.2,0
109626643,81500579,14.3,0
109642130,33507512,6.6,0
111453486,84506918,157.3,0
117908004,3124717648,39.1,0
117908004,32212582,13.2,0
121713984,1637746186,13.1,0
121713984,121714005,18.6,0
121714005,109617139,7.7,0
121715099,109626019,7.9,0
124063147,124066708,1.4,0
124065814,1212084639,7,0
124065814,137819209,11.1,0
124066708,1212084559,1.2,0
124066708,1212084639,1.8,0
137808020,137809409,11.3,0
137809409,137808020,11.3,0
137809409,137809422,16.2,0
137809422,60734536,87.6,0
137814799,1018023871,112,0
137819209,1170734426,127.6,0
137820863,3391371413,8.8,0
137820863,364772126,24,0
137840919,24959352,7.2,0
137840919,1990052743,15.4,0
137857939,314604508,50.6,0
245924702,278562608,168,0
245924877,245924702,29.3,0
245953214,411066018,23.1,0
245953214,514363613,15.7,0
246046468,246046951,4.1,0
246046590,258491657,161.3,0
246046750,246046951,8.6,0
246046951,246046590,14.8,0
250600573,3346575812,3.8,0
250607845,2031821217,9.1,0
250607989,321680950,1.4,0
250607989,250607836,2,0
250660737,250660742,20.7,0
255006622,31366043,8.7,0
255006622,601624437,8.8,0
255007740,1037024619,2.2,0
257958435,676821480,5.9,0
257958435,1413597257,8.5,0
258102154,1763265983,21,0
258102154,1589527813,44.7,0
258497118,667544677,19.2,0
258497118,3768910024,21.8,0
262166852,262166858,2.6,0
262166852,10082226704,2,0
264121273,1590065591,162.7,0
276649899,257958240,39.4,0
278562608,1932553540,14.9,0
278562608,246046590,19.2,0
286709197,286709670,35.1,0
286709197,104241358,10.7,0
286709670,286709197,5.2,0
291328340,1020049659,2.5,0
295122507,145751,77.5,0
295122515,145751,23.3,0
296083687,3121590083,11.3,0
296083687,296083692,7.6,0
296083692,3121590101,2,0
304725624,2882840027,2.5,0
306346968,295122515,4.8,0
312935300,32001724,22.1,0
312935300,312935302,15.1,0
312936105,3031411886,1.7,0
314604508,137809422,12.2,0
314604508,137809409,10.7,0
361020758,264121273,12.9,0
361020758,1590065672,13.2,0
364772110,109626643,9.9,0
364772110,3391371412,35.6,0
364772126,3391371412,1.7,0
365683844,31366043,10.8,0
457520099,4068580643,6.4,0
457520099,1178795650,6.8,0
500889845,1558620955,29,0
500889845,3163475689,11.2,0
506128259,3163475699,34.6,0
514363613,500889845,167.9,0
550394011,550394031,2.9,0
550394011,550394020,16.9,0
550394020,457520099,11,0
601624437,76462246,27.9,0
601624437,3121590078,11.8,0
620869691,60734522,101.7,0
621197909,667544601,23.7,0
621197911,2409737592,1.2,0
663981166,60269251,1.4,0
663981166,60727246,1.1,0
667544601,667544603,2.7,0
667544601,667544614,14.8,0
667544613,667544614,6.1,0
667544614,676827591,88.2,0
667544677,676781300,189.5,0
667544715,3469373654,8.9,0
667544715,111453486,6.6,0
667544783,1805093818,14.9,0
667544783,2031821217,8.1,0
676699550,676699604,13,0
676699550,1976152199,2.3,0
676699604,676699550,13,0
676699604,676699717,4.2,0
676699625,676699717,7.1,0
676699625,676699604,7.8,0
676699717,676699738,6.8,0
676699738,1038573907,158.6,0
676781300,676781305,7.6,0
676781300,621197909,13.5,0
676781305,2409737586,0.9,0
676781305,2409737589,1.3,0
676821480,137840919,293.4,0
676827591,676827597,2.1,0
676827591,31366044,29.1,0
676827597,30295316,11.2,0
676827597,3121590083,6.5,0
676887892,676887915,6.7,0
676887915,76462240,5.1,0
719071726,4869959264,5.3,0
719071764,1599824338,12.8,0
719071764,4869959264,13.2,0
778550329,1590065672,1.6,0
870821146,61078202,30.6,0
870821146,3234416130,21.3,0
944416204,514363613,23.4,0
986522559,1020049659,3.7,0
1018023871,3390553659,25.3,0
1018023871,3390553659,34.9,0
1020049659,986522561,22.5,0
1021114778,1021114564,3.8,0
1021114778,10082226705,3,0
1036941871,1036941929,20.4,0
1036941871,1036941843,8.5,0
1036941895,1036941929,7.3,0
1036941929,146850512,194.1,0
1037024619,60734530,17,0
1037024625,1037024683,1.7,0
1037024625,255007444,1.1,0
1037024655,1037024619,1.6,0
1037024679,60734547,19.9,0
1038557041,101015999,1,0
1038573907,82732270,7.1,0
1038573907,82732273,5.7,0
1039776389,32212744,0.9,0
1170734426,1637746194,38.2,0
1170734426,137820863,10.6,0
1178795650,1178795384,2.4,0
1178795650,1178795571,1.8,0
1212084639,137819209,9.5,0
1212084639,124066708,1.8,0
1287419847,3163475689,25.5,0
1287434883,944416204,3,0
1307167473,32001724,8.6,0
1363116501,1599822874,72.9,0
1397783386,2013119778,22.4,0
1397783386,3124579579,22.4,0
1413597251,676821480,8.4,0
1413597257,1413597278,2.7,0
1413597257,257958442,1.7,0
1476143621,550394020,8.5,0
1516337276,667544715,297.9,0
1536930079,78454994,6.4,0
1536930349,1536930536,4.7,0
1536930536,3886348353,107.7,0
1558620955,3163475666,2.4,0
1558620955,3163475663,4,0
1589527813,30895600,9.4,0
1589527846,1599824494,15.6,0
1589527895,30295316,7.6,0
1589527938,296083692,3.3,0
1589528066,145750,31.1,0
1589528066,1397783386,10.6,0
1590065591,5312133331,12.9,0
1590065591,5907190165,10.4,0
1590065672,778550329,1.6,0
1590065672,264121273,7.7,0
1599822840,2882840017,17.3,0
1599822840,31494098,37,0
1599822865,3234416467,18.3,0
1599822865,620869691,26.7,0
1599822874,30895600,39.8,0
1599822874,3124717648,28.6,0
1599824338,33507620,65,0
1599824471,1589527846,8.4,0
1599824471,2884677148,47.3,0
1599824494,1599824516,6,0
1599824494,1977637055,10.4,0
1599824516,3124579585,4.6,0
1599824516,145750,35.8,0
1610983826,1610983814,25.7,0
1610983826,1589527813,36.3,0
1637746186,1637746194,1.3,0
1637746194,81508706,32.7,0
1669160945,2806933607,2.2,0
1747549794,667544677,23.4,0
1763265983,2820947910,72.1,0
