#Day,Dutse,Abuja Municipal Area Council,Ekeremor,Zurmi,Oturkpo,Maiduguri,Egbeda,Mangu,Uyo,Kuje,Shani,Igabi,Katsina,Gummi,Mashegu,Wukari,Gada,Ifo,Aguata,Kukawa,Okene,Geidam,Bali,Rimin Gado,Nasarawa,Ogoja,Fufore,Akwanga,Owo,Bauchi,Kankara,Nguru,Nsukka,Giwa,Augie,Bassa,Ohafia,Gwoza,Shiroro,Magumeri,Kauru,Mariga,Gwagwalada,Sapele,Gboko,Talata Mafara,Onicha,Bonny,Gombe,Bwari,Birnin Kebbi,Toungo,Batsari,Maigatari,Sabon Birni,Damboa,Ikere,Ningi,Tudun Wada,Mushin,Awe,Gujba,Gusau,Kwande,Wase,Bama,Yenagoa,Jalingo,Mokwa,Igueben,Daura,Odeda,Oron,Tafawa-Balewa,Barkin Ladi,Mkpat Enin,Okitipupa,Kafur,Maiha,Zuru,Maru,Alkaleri,Michika,Gwadabawa,Umuahia South,Karu,Biu,Toro,Chikun,Takai,Ejigbo,Abadam,Gwaram,Iseyin,Tureta,Ikom,Gassol,Gubio,Ungogo,Ikwo,Ngala
10,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
11,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
12,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
13,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
14,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
15,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.0,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
16,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
17,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
18,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.0,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
19,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
20,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
21,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
22,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.0,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
23,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.0,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
24,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.9,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
25,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.9,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
26,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.9,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
27,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.0,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.0,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.9,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
28,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.9,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.9,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.9,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
29,0.0,0.0,0.0,0.0,0.0,1.6019999999999999,0.0,0.9,0.0,0.0,1.601,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,1.613,0.0,0.0,0.0,0.0,1.6059999999999999,0.0,0.0,0.7,0.9,1.616,0.0,0.0,0.7,0.0,0.0,1.604,0.9,1.6179999999999999,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.611,0.9,0.0,0.8,1.591,0.0,0.8,0.0,0.0,0.0,1.605,0.9,0.0,0.0,1.592,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.1,0.0,0.0,1.584,0.9,0.0,0.0,1.597,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,2.504
