#Day,Dutse,Abuja Municipal Area Council,Ekeremor,Zurmi,Oturkpo,Maiduguri,Egbeda,Mangu,Uyo,Kuje,Shani,Igabi,Katsina,Gummi,Mashegu,Wukari,Gada,Ifo,Aguata,Kukawa,Okene,Geidam,Bali,Rimin Gado,Nasarawa,Ogoja,Fufore,Akwanga,Owo,Bauchi,Kankara,Nguru,Nsukka,Giwa,Augie,Bassa,Ohafia,Gwoza,Shiroro,Magumeri,Kauru,Mariga,Gwagwalada,Sapele,Gboko,Talata Mafara,Onicha,Bonny,Gombe,Bwari,Birnin Kebbi,Toungo,Batsari,Maigatari,Sabon Birni,Damboa,Ikere,Ningi,Tudun Wada,Mushin,Awe,Gujba,Gusau,Kwande,Wase,Bama,Yenagoa,Jalingo,Mokwa,Igueben,Daura,Odeda,Oron,Tafawa-Balewa,Barkin Ladi,Mkpat Enin,Okitipupa,Kafur,Maiha,Zuru,Maru,Alkaleri,Michika,Gwadabawa,Umuahia South,Karu,Biu,Toro,Chikun,Takai,Ejigbo,Abadam,Gwaram,Iseyin,Tureta,Ikom,Gassol,Gubio,Ungogo,Ikwo,Ngala
10,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.124,0.0,0.097,0.085,0.116,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
11,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.124,0.0,0.097,0.085,0.116,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
12,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.124,0.0,0.097,0.085,0.116,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
13,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.124,0.0,0.097,0.085,0.116,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
14,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.124,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
15,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.124,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
16,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
17,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
18,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.126,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
19,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
20,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
21,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
22,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.6,0.0,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.116,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.09,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
23,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.097,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
24,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.997,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
25,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.997,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
26,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.997,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
27,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,0.117,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.997,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
28,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,1.0170000000000001,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.9,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.997,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
29,0.112,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.026,0.091,0.906,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.086,0.0,0.0,0.0,0.0,0.7,1.0170000000000001,0.0,0.0,0.081,0.7799999999999999,0.0,0.0,0.0,0.9,0.0,0.073,0.0,0.0,0.6,0.9,0.091,0.0,0.0,0.0,0.0,0.324,0.0,0.997,0.085,0.916,0.0,0.0,0.8,0.079,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.19,0.082,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.111,0.077,0.0,0.9,0.075,0.0,0.086,0.0,0.0,0.0,0.1,0.0,0.9
30,1.112,0.0,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.78,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.9929999999999999,0.0,0.0,0.0,0.68,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.9
