#Day,Dutse,Abuja Municipal Area Council,Ekeremor,Zurmi,Oturkpo,Maiduguri,Egbeda,Mangu,Uyo,Kuje,Shani,Igabi,Katsina,Gummi,Mashegu,Wukari,Gada,Ifo,Aguata,Kukawa,Okene,Geidam,Bali,Rimin Gado,Nasarawa,Ogoja,Fufore,Akwanga,Owo,Bauchi,Kankara,Nguru,Nsukka,Giwa,Augie,Bassa,Ohafia,Gwoza,Shiroro,Magumeri,Kauru,Mariga,Gwagwalada,Sapele,Gboko,Talata Mafara,Onicha,Bonny,Gombe,Bwari,Birnin Kebbi,Toungo,Batsari,Maigatari,Sabon Birni,Damboa,Ikere,Ningi,Tudun Wada,Mushin,Awe,Gujba,Gusau,Kwande,Wase,Bama,Yenagoa,Jalingo,Mokwa,Igueben,Daura,Odeda,Oron,Tafawa-Balewa,Barkin Ladi,Mkpat Enin,Okitipupa,Kafur,Maiha,Zuru,Maru,Alkaleri,Michika,Gwadabawa,Umuahia South,Karu,Biu,Toro,Chikun,Takai,Ejigbo,Abadam,Gwaram,Iseyin,Tureta,Ikom,Gassol,Gubio,Ungogo,Ikwo,Ngala
22,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0,0.201,0.0,0.0,0.22,0.0,0.6,0.181,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
23,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0,0.201,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
24,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0,0.201,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
25,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0,0.201,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
26,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0,0.201,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
27,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.19,0.0,0.0,0.201,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
28,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,0.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.7,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
29,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,0.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,0.193,0.161,0.0,0.69,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
30,0.0,0.0,0.0,0.0,1.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,1.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,1.19,0.0,0.0,2.101,0.0,0.0,1.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,1.191,0.0,0.9,1.193,1.161,0.0,0.68,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
31,0.0,0.0,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,0.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,1.191,0.0,0.9,1.193,1.161,0.0,0.67,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
32,0.0,0.0,0.0,0.0,0.203,0.0,0.0,2.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,0.19,0.0,0.0,2.101,0.0,0.0,1.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,1.193,0.161,0.0,0.65,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
33,0.0,0.0,0.0,0.0,1.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,1.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,1.191,0.0,0.9,0.193,1.161,0.0,0.64,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
34,0.0,0.0,0.0,0.0,1.203,0.0,0.0,2.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.7,0.19,0.0,0.0,1.101,0.0,0.0,1.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.9,1.193,1.161,0.0,0.63,0.0,0.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
35,0.0,0.9,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,1.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.69,1.19,0.0,0.0,1.101,0.0,0.0,1.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,1.191,0.0,0.9,0.193,0.161,0.0,0.62,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
36,0.0,0.9,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.68,1.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.191,0.0,0.89,1.193,1.161,0.0,0.61,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.89,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
37,0.0,0.9,0.0,0.0,0.203,0.0,0.0,2.135,0.0,0.0,0.0,0.9,0.0,0.8,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.67,1.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,0.191,0.0,0.87,1.193,1.161,0.0,0.6,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.87,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.84
38,0.0,0.9,0.0,0.0,1.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.79,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.65,0.19,0.0,0.0,2.101,0.0,0.0,1.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,1.191,0.0,0.86,0.193,0.161,0.0,0.59,0.0,0.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.86,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.83
39,0.0,0.9,0.0,0.0,1.203,0.0,0.0,2.135,0.0,0.0,0.0,0.9,0.0,0.77,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.64,0.19,0.0,0.0,1.101,0.0,0.0,0.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,0.191,0.0,0.84,1.193,0.161,0.0,0.57,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.84,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.81
40,0.0,0.9,0.0,0.0,1.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.76,1.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.63,0.19,0.0,0.0,1.101,0.0,0.0,1.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,0.191,0.0,0.83,1.193,1.161,0.0,0.56,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.83,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8
41,0.0,0.9,0.0,0.0,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.75,1.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.62,0.19,0.0,0.0,2.101,0.0,0.0,0.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,0.191,0.0,0.81,1.193,0.161,0.0,0.55,0.0,0.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.81,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.78
42,0.0,0.9,0.0,0.9,1.203,0.0,0.0,2.135,0.0,0.0,0.0,0.9,0.0,0.73,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.61,1.19,0.0,0.0,2.101,0.0,0.0,1.22,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,0.191,0.0,0.8,1.193,1.161,0.0,0.54,0.0,0.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.77
43,0.0,0.9,0.0,0.9,0.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.72,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.6,1.19,0.0,0.0,1.101,0.0,0.0,1.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.79,0.0,0.0,1.191,0.0,0.78,0.193,1.161,0.0,0.53,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.78,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75
44,0.0,0.9,0.0,0.9,1.203,0.0,0.0,1.135,0.0,0.0,0.0,0.9,0.0,0.71,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.59,1.19,0.0,0.0,2.101,0.0,0.0,1.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.77,0.0,0.0,1.191,0.0,0.77,0.193,1.161,0.0,0.52,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.77,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.74
45,0.0,0.9,0.0,0.9,1.203,0.0,0.0,2.125,0.0,0.0,0.0,0.9,0.0,0.7,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.57,1.19,0.0,0.0,2.101,0.0,0.0,0.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.8,0.9,0.0,0.76,0.0,0.0,1.191,0.7,0.75,1.193,1.161,0.0,0.5,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.72
46,0.0,0.9,0.0,0.9,1.203,0.0,0.0,2.105,0.0,0.0,0.0,0.9,0.0,0.68,1.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.7,0.9,0.0,0.0,0.0,0.56,0.19,0.0,0.0,1.101,0.0,0.0,1.22,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.9,0.0,0.8,0.9,0.0,0.75,0.0,0.0,0.191,0.7,0.74,1.193,0.161,0.0,0.49,0.0,0.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.74,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.71
47,0.0,0.9,0.0,0.9,0.203,0.0,0.0,2.0949999999999998,0.0,0.0,0.0,0.9,0.0,0.67,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.7,0.9,0.0,0.0,0.0,0.55,1.19,0.0,0.0,2.101,0.0,0.0,1.12,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.9,0.0,0.8,0.9,0.0,0.73,0.0,0.0,1.191,0.7,0.72,1.193,1.161,0.0,0.48,0.0,0.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.72,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.69
48,0.0,0.9,0.0,0.9,0.203,0.0,0.0,2.0749999999999997,0.0,0.0,0.0,0.89,0.0,0.66,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.69,0.9,0.0,0.0,0.0,0.54,1.19,0.0,0.0,1.101,0.0,0.0,1.12,0.0,0.6,2.081,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.9,0.0,0.8,0.9,0.0,0.72,0.0,0.0,1.191,0.7,0.71,0.193,1.161,0.0,0.47,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.71,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.68
49,0.0,0.9,0.0,0.9,1.203,0.0,0.0,1.065,0.0,0.0,0.0,0.87,0.0,0.64,1.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.68,0.9,0.0,0.0,0.0,0.53,1.19,0.0,0.0,2.101,0.0,0.0,2.12,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.9,0.0,0.8,0.9,0.0,0.71,0.0,0.0,1.191,0.7,0.69,0.193,0.161,0.0,0.46,0.0,0.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.69,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.66
50,0.0,0.9,0.0,0.9,0.203,0.0,0.0,1.045,0.0,0.0,0.0,0.86,0.0,0.63,1.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.67,0.9,0.0,0.0,0.0,0.52,0.19,0.0,0.0,2.101,0.0,0.0,2.12,0.0,0.6,1.081,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.9,0.0,0.8,0.9,0.0,0.7,0.0,0.0,1.191,0.7,0.68,0.193,0.161,0.0,0.45,0.0,0.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.68,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.65
51,0.0,0.9,0.0,0.9,0.203,0.0,0.0,2.035,0.0,0.0,0.0,0.84,0.0,0.62,0.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.65,0.9,0.0,0.0,0.0,0.5,1.19,0.0,0.0,2.101,0.0,0.0,2.12,0.0,0.59,2.081,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.9,0.0,0.8,0.9,0.0,0.68,0.0,0.0,1.191,0.7,0.66,0.193,0.161,0.0,0.44,0.0,1.187,0.0,0.0,0.0,0.1,0.0,1.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.66,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.63
52,0.0,0.9,0.0,0.9,0.203,0.0,0.0,2.015,0.0,0.0,0.0,0.83,0.0,0.6,1.183,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.64,0.9,0.0,0.0,0.0,0.49,0.19,0.0,0.0,2.101,0.0,0.0,1.12,0.0,0.58,2.071,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.9,0.0,0.79,0.9,0.0,0.67,0.0,0.0,1.191,0.7,0.65,1.193,0.161,0.0,0.42,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.65,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.62
53,0.0,0.9,0.0,0.9,1.203,0.0,0.0,2.005,0.0,0.0,0.0,0.81,0.0,0.59,1.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.63,0.9,0.0,0.0,0.0,0.48,1.19,0.0,0.0,1.101,0.0,0.0,1.12,0.0,0.57,2.051,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.89,0.0,0.77,0.9,0.0,0.66,0.0,0.0,0.191,0.7,0.63,1.193,1.161,0.0,0.41,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.63,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.6
54,0.0,0.9,0.0,0.9,0.203,0.0,0.0,1.9849999999999999,0.0,0.0,0.0,0.8,0.0,0.58,0.183,0.0,0.0,0.0,0.0,0.0,1.222,0.2,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.62,0.9,0.0,0.0,0.0,0.47,0.19,0.0,0.0,2.101,0.0,0.0,2.12,0.0,0.56,1.041,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.87,0.0,0.76,0.9,0.0,0.64,0.0,0.0,1.191,0.7,0.62,0.193,1.161,0.0,0.4,0.0,1.187,0.0,0.0,0.0,0.1,0.0,0.209,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.62,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.59
