#name,region,country,lat,lon,location_type,conflict_date,population
Damascus,Damascus,Syria,33.49,36.268,conflict_zone,12,2079000
Menbij,Aleppo,Syria,35.97,38.028,conflict_zone,12,99497
Al_Mayadin,Deir ez Zor,Syria,35.025,40.428,conflict_zone,13,44028
Ariha,Idleb,Syria,35.782,36.623,conflict_zone,13,39501
Quamishli,Al Hasakeh,Syria,37.045,41.226,conflict_zone,16,184231
Homs,Homs,Syria,34.546,37.697,conflict_zone,18,775404
Jisr_Ash_Shugur,Idleb,Syria,35.841,36.224,conflict_zone,18,44322
Lattakia,Lattakia,Syria,35.597,35.785,conflict_zone,19,383786
Al_Makhrim,Homs,Syria,34.835,37.324,conflict_zone,19,6202
Shahba,As Sweida,Syria,32.855,36.627,conflict_zone,20,14784
Al_Hasakeh,Al Hasakeh,Syria,36.053,40.727,conflict_zone,20,188160
Abu_Kamal,Deir ez Zor,Syria,34.721,40.755,conflict_zone,22,42510
Tall_Kalakh,Homs,Syria,34.796,36.267,conflict_zone,23,18412
Al_Malikeyyeh,Al Hasakeh,Syria,37.097,41.815,conflict_zone,23,26311
As_Salamiyeh,Hama,Syria,35.264,37.374,conflict_zone,25,66724
Ar_Rastan,Homs,Syria,34.924,36.731,conflict_zone,29,39834
Quneitra,Quneitra,Syria,33.158,35.887,conflict_zone,30,4318
Qatana,Rural Damascus,Syria,33.311,35.979,conflict_zone,41,33996
As_Sweida,As Sweida,Syria,32.707,36.568,conflict_zone,43,138822
Al_Haffa,Lattakia,Syria,35.756,36.177,conflict_zone,44,23347
Ras_Al_Ain,Al Hasakeh,Syria,36.849,40.075,conflict_zone,49,29347
Ain_Al_Arab,Aleppo,Syria,36.722,38.257,conflict_zone,64,44821
As_Sanamayn,Dara,Syria,33.062,36.076,conflict_zone,87,26268
Al_Qusayr,Homs,Syria,34.624,36.578,conflict_zone,124,29818
Jarablus,Aleppo,Syria,36.815,38.01,conflict_zone,134,11570
Darayya,Rural Damascus,Syria,33.458,36.303,conflict_zone,154,131501
At_Tall,Rural Damascus,Syria,33.641,36.299,conflict_zone,161,44597
Yabroud,Rural Damascus,Syria,33.968,36.659,conflict_zone,201,25891
Salkhad,As Sweida,Syria,32.424,36.623,conflict_zone,212,15000
Masyaf,Hama,Syria,34.91,36.453,conflict_zone,217,22508
Afrin,Aleppo,Syria,36.812,36.742,conflict_zone,385,36562
Banyas,Tartous,Syria,35.198,35.963,conflict_zone,624,43000
Al_Fiq,Quneitra,Syria,32.859,35.871,conflict_zone,1215,2800
Jdaydet_Artooz,Rural Damascus,Syria,33.444715,36.166487,town,,
Hashemeyeh,Maan,Jordan,30.524145,35.798557,town,,
Hasa,Al Tafilah,Jordan,30.827455,35.974411,town,,
Al_Qatrana,Al Karak,Jordan,31.250688,36.04662,town,,
Daba,Amman,Jordan,31.614105,35.999213,town,,
Khalkhalah,As Sweida,Syria,33.074252,36.53683,town,,
Al_Qutayfah2,Rural Damascus,Syria,33.744572,36.590117,town,,
Qarah,Rural Damascus,Syria,34.153635,36.749276,town,,
Hassla,Homs,Syria,34.410288,36.752629,town,,
Khunayfis,Homs,Syria,34.22501,37.797729,town,,
Al_Quaryatayn,Homs,Syria,34.232256,37.230768,town,,
Al_Furqlus,Homs,Syria,34.59586,37.086167,town,,
Al_Musherefa,Homs,Syria,34.828601,36.866746,town,,
Salamiyah,Hama,Syria,35.01411,37.047441,town,,
Masyaf2,Hama,Syria,35.069095,36.342863,town,,
Nahr_Al_Bared,Hama,Syria,35.283601,36.344361,town,,
Idleb2,Idleb,Syria,35.936587,36.635649,town,,
Haram,Idleb,Syria,36.21188,36.518901,town,,
Zerbeh,Aleppo,Syria,36.070975,36.970604,town,,
Abu_Adh_Dhuhur,Hama,Syria,35.739067,37.048135,town,,
Ithriyah,Hama,Syria,35.372099,37.782057,town,,
Al_Ghamamiz,Raqqa,Syria,35.845066,38.197609,town,,
Dayr_Hafir,Aleppo,Syria,36.156416,37.708271,town,,
Rahjan,Hama,Syria,35.407196,37.429774,town,,
Jindires,Aleppo,Syria,36.395868,36.688398,town,,
Rajo,Aleppo,Syria,36.670347,36.666017,town,,
Ceyhan,Adana,Turkey,37.052272,35.806638,town,,
Nudagi,Gaziantep,Turkey,37.177211,36.740581,town,,
Gaziantep,Gaziantep,Turkey,37.081194,37.417249,town,,
Kuyulu,Adiyaman,Turkey,37.505118,38.221038,town,,
Golbasi,Adiyaman,Turkey,37.783134,37.640701,town,,
As_Sukhnah,Homs,Syria,34.887613,38.871131,town,,
Resafa,Homs,Syria,35.631922,38.755328,town,,
Madan,Homs,Syria,35.748981,39.612111,town,,
Hasibah,Al Hasakeh,Syria,35.66121,40.722806,town,,
Khunayzir,Al Hasakeh,Syria,36.154978,40.114612,town,,
Tasliburc,Mardin,Turkey,37.227416,41.33236,town,,
Magarakoy,Sirnak,Turkey,37.273813,41.566356,town,,
Kirkuk,Kirkuk,Iraq,35.467948,44.374066,town,,
Haditha,Al Anbar,Iraq,34.127201,42.382023,town,,
Baiji,Saladin,Iraq,35.018923,43.453844,town,,
Al_Hasakah,Al Hasakeh,Syria,36.527249,40.742207,town,,
Zakho,Dahuk,Iraq,37.136923,42.674964,town,,
