#name1,name2,distance,forced_redirection
2_24,2_25,156,0
2_25,3_25,107,0
2_25,2_26,142,0
2_26,3_26,166,0
2_26,2_27,65,0
2_27,3_27,112,0
2_27,2_28,166,0
2_28,3_28,115,0
2_28,2_29,165,0
2_29,3_29,69,0
2_29,2_30,159,0
2_30,3_30,82,0
2_30,2_31,68,0
2_31,3_31,69,0
2_31,2_32,106,0
2_32,3_32,61,0
2_32,2_33,194,0
2_33,3_33,111,0
2_33,2_34,52,0
2_34,3_34,92,0
2_34,2_35,175,0
2_35,3_35,108,0
2_35,2_36,65,0
2_36,3_36,150,0
2_36,2_37,194,0
2_37,3_37,178,0
2_37,2_38,98,0
2_38,3_38,72,0
2_38,2_39,157,0
2_39,3_39,158,0
2_39,2_40,198,0
2_40,3_40,159,0
2_40,2_41,174,0
2_41,3_41,64,0
2_41,2_42,59,0
2_42,3_42,53,0
2_42,2_43,154,0
2_43,3_43,95,0
2_43,2_44,105,0
2_44,3_44,116,0
2_44,2_45,145,0
2_45,3_45,191,0
2_45,2_46,87,0
2_46,3_46,154,0
2_46,2_47,84,0
2_47,3_47,60,0
2_47,2_48,174,0
2_48,3_48,62,0
2_48,2_49,195,0
2_49,3_49,58,0
3_0,4_0,90,0
3_0,3_1,173,0
3_1,4_1,124,0
3_1,3_2,197,0
3_2,4_2,66,0
3_2,3_3,138,0
3_3,4_3,67,0
3_3,3_4,151,0
3_4,4_4,57,0
3_4,3_5,177,0
3_5,4_5,110,0
3_5,3_6,105,0
3_6,4_6,97,0
3_6,3_7,138,0
3_7,4_7,60,0
3_7,3_8,173,0
3_8,4_8,64,0
3_8,3_9,62,0
3_9,4_9,114,0
3_9,3_10,79,0
3_10,4_10,52,0
3_10,3_11,54,0
3_11,4_11,119,0
3_11,3_12,50,0
3_12,4_12,118,0
3_12,3_13,173,0
3_13,4_13,113,0
3_13,3_14,141,0
3_14,4_14,175,0
3_14,3_15,191,0
3_15,4_15,84,0
3_15,3_16,186,0
3_16,4_16,148,0
3_16,3_17,120,0
3_17,4_17,63,0
3_17,3_18,150,0
3_18,4_18,145,0
3_18,3_19,170,0
3_19,4_19,139,0
3_19,3_20,101,0
3_20,4_20,111,0
3_20,3_21,106,0
3_21,4_21,196,0
3_21,3_22,155,0
3_22,4_22,159,0
3_22,3_23,109,0
3_23,4_23,184,0
3_23,3_24,158,0
3_24,4_24,124,0
3_24,3_25,92,0
3_25,4_25,152,0
3_25,3_26,75,0
3_26,4_26,78,0
3_26,3_27,147,0
3_27,4_27,140,0
3_27,3_28,102,0
3_28,4_28,128,0
3_28,3_29,171,0
3_29,4_29,107,0
3_29,3_30,76,0
3_30,4_30,56,0
3_30,3_31,116,0
3_31,4_31,176,0
3_31,3_32,60,0
3_32,4_32,193,0
3_32,3_33,155,0
3_33,4_33,115,0
3_33,3_34,162,0
3_34,4_34,194,0
3_34,3_35,72,0
3_35,4_35,86,0
3_35,3_36,176,0
3_36,4_36,106,0
3_36,3_37,55,0
3_37,4_37,96,0
3_37,3_38,142,0
3_38,4_38,86,0
3_38,3_39,54,0
3_39,4_39,62,0
3_39,3_40,51,0
3_40,4_40,148,0
3_40,3_41,95,0
3_41,4_41,197,0
3_41,3_42,95,0
3_42,4_42,169,0
3_42,3_43,153,0
3_43,4_43,196,0
3_43,3_44,177,0
3_44,4_44,174,0
3_44,3_45,197,0
3_45,4_45,153,0
3_45,3_46,70,0
3_46,4_46,54,0
3_46,3_47,115,0
3_47,4_47,171,0
3_47,3_48,188,0
3_48,4_48,98,0
3_48,3_49,61,0
3_49,4_49,61,0
4_0,5_0,156,0
4_0,4_1,185,0
4_1,5_1,69,0
4_1,4_2,144,0
4_2,5_2,60,0
4_2,4_3,160,0
4_3,5_3,199,0
4_3,4_4,141,0
4_4,5_4,178,0
4_4,4_5,53,0
4_5,5_5,200,0
4_5,4_6,168,0
4_6,5_6,191,0
4_6,4_7,194,0
4_7,5_7,199,0
4_7,4_8,113,0
4_8,5_8,180,0
4_8,4_9,178,0
4_9,5_9,138,0
4_9,4_10,133,0
4_10,5_10,200,0
4_10,4_11,83,0
4_11,5_11,162,0
4_11,4_12,73,0
4_12,5_12,167,0
4_12,4_13,161,0
4_13,5_13,153,0
4_13,4_14,92,0
4_14,5_14,66,0
4_14,4_15,186,0
4_15,5_15,150,0
4_15,4_16,149,0
4_16,5_16,91,0
4_16,4_17,59,0
4_17,5_17,96,0
4_17,4_18,129,0
4_18,5_18,104,0
4_18,4_19,124,0
4_19,5_19,76,0
4_19,4_20,163,0
4_20,5_20,76,0
4_20,4_21,84,0
4_21,5_21,110,0
4_21,4_22,168,0
4_22,5_22,98,0
4_22,4_23,196,0
4_23,5_23,115,0
4_23,4_24,147,0
4_24,5_24,55,0
4_24,4_25,132,0
4_25,5_25,154,0
4_25,4_26,74,0
4_26,5_26,165,0
4_26,4_27,156,0
4_27,5_27,179,0
4_27,4_28,120,0
4_28,5_28,102,0
4_28,4_29,74,0
4_29,5_29,118,0
4_29,4_30,191,0
4_30,5_30,161,0
4_30,4_31,125,0
4_31,5_31,51,0
4_31,4_32,62,0
4_32,5_32,67,0
4_32,4_33,146,0
4_33,5_33,152,0
4_33,4_34,189,0
4_34,5_34,69,0
4_34,4_35,140,0
4_35,5_35,55,0
4_35,4_36,105,0
4_36,5_36,89,0
4_36,4_37,119,0
4_37,5_37,84,0
4_37,4_38,158,0
4_38,5_38,76,0
4_38,4_39,93,0
4_39,5_39,187,0
4_39,4_40,124,0
4_40,5_40,128,0
4_40,4_41,154,0
4_41,5_41,112,0
4_41,4_42,191,0
4_42,5_42,177,0
4_42,4_43,194,0
4_43,5_43,100,0
4_43,4_44,109,0
4_44,5_44,118,0
4_44,4_45,68,0
4_45,5_45,73,0
4_45,4_46,130,0
4_46,5_46,91,0
4_46,4_47,185,0
4_47,5_47,100,0
4_47,4_48,196,0
4_48,5_48,128,0
4_48,4_49,169,0
4_49,5_49,133,0
5_0,6_0,60,0
5_0,5_1,62,0
5_1,6_1,96,0
5_1,5_2,96,0
5_2,6_2,178,0
5_2,5_3,140,0
5_3,6_3,66,0
5_3,5_4,177,0
5_4,6_4,181,0
5_4,5_5,122,0
5_5,6_5,94,0
5_5,5_6,70,0
5_6,6_6,96,0
5_6,5_7,73,0
5_7,6_7,129,0
5_7,5_8,118,0
5_8,6_8,109,0
5_8,5_9,59,0
5_9,6_9,86,0
5_9,5_10,192,0
5_10,6_10,101,0
5_10,5_11,162,0
5_11,6_11,169,0
5_11,5_12,176,0
5_12,6_12,151,0
5_12,5_13,102,0
5_13,6_13,108,0
5_13,5_14,87,0
5_14,6_14,123,0
5_14,5_15,76,0
5_15,6_15,129,0
5_15,5_16,106,0
5_16,6_16,106,0
5_16,5_17,73,0
5_17,6_17,122,0
5_17,5_18,158,0
5_18,6_18,87,0
5_18,5_19,137,0
5_19,6_19,162,0
5_19,5_20,149,0
5_20,6_20,65,0
5_20,5_21,102,0
5_21,6_21,116,0
5_21,5_22,95,0
5_22,6_22,136,0
5_22,5_23,144,0
5_23,6_23,72,0
5_23,5_24,134,0
5_24,6_24,198,0
5_24,5_25,142,0
5_25,6_25,166,0
5_25,5_26,96,0
5_26,6_26,193,0
5_26,5_27,87,0
5_27,6_27,137,0
5_27,5_28,117,0
5_28,6_28,56,0
5_28,5_29,152,0
5_29,6_29,177,0
5_29,5_30,60,0
5_30,6_30,89,0
5_30,5_31,89,0
5_31,6_31,128,0
5_31,5_32,197,0
5_32,6_32,183,0
5_32,5_33,155,0
5_33,6_33,162,0
5_33,5_34,60,0
5_34,6_34,99,0
5_34,5_35,112,0
5_35,6_35,129,0
5_35,5_36,106,0
5_36,6_36,50,0
5_36,5_37,105,0
5_37,6_37,94,0
5_37,5_38,148,0
5_38,6_38,151,0
5_38,5_39,134,0
5_39,6_39,84,0
5_39,5_40,180,0
5_40,6_40,198,0
5_40,5_41,108,0
5_41,6_41,72,0
5_41,5_42,173,0
5_42,6_42,181,0
5_42,5_43,161,0
5_43,6_43,173,0
5_43,5_44,194,0
5_44,6_44,147,0
5_44,5_45,166,0
5_45,6_45,92,0
5_45,5_46,168,0
5_46,6_46,54,0
5_46,5_47,185,0
5_47,6_47,146,0
5_47,5_48,172,0
5_48,6_48,79,0
5_48,5_49,68,0
5_49,6_49,113,0
6_0,7_0,193,0
6_0,6_1,170,0
6_1,7_1,56,0
6_1,6_2,171,0
6_2,7_2,103,0
6_2,6_3,117,0
6_3,7_3,108,0
6_3,6_4,149,0
6_4,7_4,65,0
6_4,6_5,168,0
6_5,7_5,83,0
6_5,6_6,82,0
6_6,7_6,81,0
6_6,6_7,138,0
6_7,7_7,98,0
6_7,6_8,127,0
6_8,7_8,156,0
6_8,6_9,63,0
6_9,7_9,92,0
6_9,6_10,148,0
6_10,7_10,79,0
6_10,6_11,72,0
6_11,7_11,83,0
6_11,6_12,79,0
6_12,7_12,55,0
6_12,6_13,64,0
6_13,7_13,196,0
6_13,6_14,56,0
6_14,7_14,160,0
6_14,6_15,186,0
6_15,7_15,122,0
6_15,6_16,125,0
6_16,7_16,147,0
6_16,6_17,126,0
6_17,7_17,69,0
6_17,6_18,143,0
6_18,7_18,189,0
6_18,6_19,124,0
6_19,7_19,133,0
6_19,6_20,168,0
6_20,7_20,101,0
6_20,6_21,153,0
6_21,7_21,84,0
6_21,6_22,143,0
6_22,7_22,136,0
6_22,6_23,101,0
6_23,7_23,63,0
6_23,6_24,104,0
6_24,7_24,66,0
6_24,6_25,130,0
6_25,7_25,84,0
6_25,6_26,183,0
6_26,7_26,119,0
6_26,6_27,137,0
6_27,7_27,76,0
6_27,6_28,121,0
6_28,7_28,139,0
6_28,6_29,163,0
6_29,7_29,192,0
6_29,6_30,111,0
6_30,7_30,105,0
6_30,6_31,170,0
6_31,7_31,131,0
6_31,6_32,150,0
6_32,7_32,171,0
6_32,6_33,78,0
6_33,7_33,65,0
6_33,6_34,138,0
6_34,7_34,189,0
6_34,6_35,122,0
6_35,7_35,198,0
6_35,6_36,162,0
6_36,7_36,99,0
6_36,6_37,57,0
6_37,7_37,113,0
6_37,6_38,114,0
6_38,7_38,82,0
6_38,6_39,99,0
6_39,7_39,96,0
6_39,6_40,116,0
6_40,7_40,191,0
6_40,6_41,199,0
6_41,7_41,199,0
6_41,6_42,146,0
6_42,7_42,190,0
6_42,6_43,106,0
6_43,7_43,79,0
6_43,6_44,110,0
6_44,7_44,165,0
6_44,6_45,102,0
6_45,7_45,129,0
6_45,6_46,120,0
6_46,7_46,96,0
6_46,6_47,152,0
6_47,7_47,139,0
6_47,6_48,61,0
6_48,7_48,90,0
6_48,6_49,140,0
6_49,7_49,175,0
7_0,8_0,56,0
7_0,7_1,140,0
7_1,8_1,194,0
7_1,7_2,95,0
7_2,8_2,108,0
7_2,7_3,124,0
7_3,8_3,111,0
7_3,7_4,87,0
7_4,8_4,53,0
7_4,7_5,159,0
7_5,8_5,68,0
7_5,7_6,96,0
7_6,8_6,147,0
7_6,7_7,152,0
7_7,8_7,60,0
7_7,7_8,188,0
7_8,8_8,53,0
7_8,7_9,83,0
7_9,8_9,96,0
7_9,7_10,85,0
7_10,8_10,92,0
7_10,7_11,121,0
7_11,8_11,184,0
7_11,7_12,97,0
7_12,8_12,105,0
7_12,7_13,134,0
7_13,8_13,78,0
7_13,7_14,82,0
7_14,8_14,51,0
7_14,7_15,81,0
7_15,8_15,100,0
7_15,7_16,88,0
7_16,8_16,84,0
7_16,7_17,97,0
7_17,8_17,113,0
7_17,7_18,191,0
7_18,8_18,190,0
7_18,7_19,86,0
7_19,8_19,65,0
7_19,7_20,195,0
7_20,8_20,141,0
7_20,7_21,69,0
7_21,8_21,53,0
7_21,7_22,135,0
7_22,8_22,87,0
7_22,7_23,121,0
7_23,8_23,108,0
7_23,7_24,155,0
7_24,8_24,133,0
7_24,7_25,105,0
7_25,8_25,167,0
7_25,7_26,200,0
7_26,8_26,200,0
7_26,7_27,141,0
7_27,8_27,88,0
7_27,7_28,112,0
7_28,8_28,174,0
7_28,7_29,126,0
7_29,8_29,78,0
7_29,7_30,71,0
7_30,8_30,128,0
7_30,7_31,127,0
7_31,8_31,148,0
7_31,7_32,160,0
7_32,8_32,185,0
7_32,7_33,181,0
7_33,8_33,116,0
7_33,7_34,160,0
7_34,8_34,95,0
7_34,7_35,134,0
7_35,8_35,145,0
7_35,7_36,104,0
7_36,8_36,124,0
7_36,7_37,145,0
7_37,8_37,62,0
7_37,7_38,177,0
7_38,8_38,88,0
7_38,7_39,92,0
7_39,8_39,119,0
7_39,7_40,118,0
7_40,8_40,195,0
7_40,7_41,84,0
7_41,8_41,83,0
7_41,7_42,68,0
7_42,8_42,138,0
7_42,7_43,58,0
7_43,8_43,123,0
7_43,7_44,97,0
7_44,8_44,199,0
7_44,7_45,194,0
7_45,8_45,72,0
7_45,7_46,167,0
7_46,8_46,62,0
7_46,7_47,144,0
7_47,8_47,181,0
7_47,7_48,53,0
7_48,8_48,142,0
7_48,7_49,147,0
7_49,8_49,143,0
8_0,9_0,128,0
8_0,8_1,128,0
8_1,9_1,59,0
8_1,8_2,81,0
8_2,9_2,185,0
8_2,8_3,136,0
8_3,9_3,71,0
8_3,8_4,109,0
8_4,9_4,141,0
8_4,8_5,118,0
8_5,9_5,91,0
8_5,8_6,70,0
8_6,9_6,183,0
8_6,8_7,181,0
8_7,9_7,187,0
8_7,8_8,194,0
8_8,9_8,101,0
8_8,8_9,103,0
8_9,9_9,53,0
8_9,8_10,73,0
8_10,9_10,185,0
8_10,8_11,151,0
8_11,9_11,69,0
8_11,8_12,141,0
8_12,9_12,87,0
8_12,8_13,57,0
8_13,9_13,81,0
8_13,8_14,159,0
8_14,9_14,179,0
8_14,8_15,68,0
8_15,9_15,79,0
8_15,8_16,54,0
8_16,9_16,171,0
8_16,8_17,158,0
8_17,9_17,117,0
8_17,8_18,164,0
8_18,9_18,145,0
8_18,8_19,171,0
8_19,9_19,90,0
8_19,8_20,111,0
8_20,9_20,91,0
8_20,8_21,104,0
8_21,9_21,120,0
8_21,8_22,196,0
8_22,9_22,120,0
8_22,8_23,74,0
8_23,9_23,77,0
8_23,8_24,134,0
8_24,9_24,110,0
8_24,8_25,61,0
8_25,9_25,131,0
8_25,8_26,74,0
8_26,9_26,87,0
8_26,8_27,125,0
8_27,9_27,58,0
8_27,8_28,111,0
8_28,9_28,166,0
8_28,8_29,95,0
8_29,9_29,149,0
8_29,8_30,74,0
8_30,9_30,185,0
8_30,8_31,68,0
8_31,9_31,66,0
8_31,8_32,194,0
8_32,9_32,53,0
8_32,8_33,81,0
8_33,9_33,99,0
8_33,8_34,99,0
8_34,9_34,144,0
8_34,8_35,133,0
8_35,9_35,54,0
8_35,8_36,80,0
8_36,9_36,135,0
8_36,8_37,112,0
8_37,9_37,200,0
8_37,8_38,160,0
8_38,9_38,116,0
8_38,8_39,157,0
8_39,9_39,130,0
8_39,8_40,196,0
8_40,9_40,193,0
8_40,8_41,167,0
8_41,9_41,198,0
8_41,8_42,126,0
8_42,9_42,132,0
8_42,8_43,197,0
8_43,9_43,77,0
8_43,8_44,171,0
8_44,9_44,116,0
8_44,8_45,178,0
8_45,9_45,94,0
8_45,8_46,171,0
8_46,9_46,169,0
8_46,8_47,187,0
8_47,9_47,139,0
8_47,8_48,163,0
8_48,9_48,120,0
8_48,8_49,74,0
8_49,9_49,179,0
9_0,10_0,127,0
9_0,9_1,83,0
9_1,10_1,54,0
9_1,9_2,54,0
9_2,10_2,184,0
9_2,9_3,160,0
9_3,10_3,113,0
9_3,9_4,146,0
9_4,10_4,126,0
9_4,9_5,190,0
9_5,10_5,184,0
9_5,9_6,171,0
9_6,10_6,154,0
9_6,9_7,150,0
9_7,10_7,149,0
9_7,9_8,97,0
9_8,10_8,74,0
9_8,9_9,79,0
9_9,10_9,193,0
9_9,9_10,58,0
9_10,10_10,82,0
9_10,9_11,160,0
9_11,10_11,86,0
9_11,9_12,153,0
9_12,10_12,170,0
9_12,9_13,95,0
9_13,10_13,192,0
9_13,9_14,176,0
9_14,10_14,84,0
9_14,9_15,166,0
9_15,10_15,104,0
9_15,9_16,87,0
9_16,10_16,56,0
9_16,9_17,91,0
9_17,10_17,170,0
9_17,9_18,184,0
9_18,10_18,157,0
9_18,9_19,128,0
9_19,10_19,120,0
9_19,9_20,108,0
9_20,10_20,140,0
9_20,9_21,114,0
9_21,10_21,76,0
9_21,9_22,147,0
9_22,10_22,154,0
9_22,9_23,127,0
9_23,10_23,83,0
9_23,9_24,80,0
9_24,10_24,200,0
9_24,9_25,194,0
9_25,10_25,54,0
9_25,9_26,107,0
9_26,10_26,109,0
9_26,9_27,109,0
9_27,10_27,60,0
9_27,9_28,195,0
9_28,10_28,177,0
9_28,9_29,135,0
9_29,10_29,94,0
9_29,9_30,88,0
9_30,10_30,187,0
9_30,9_31,68,0
9_31,10_31,150,0
9_31,9_32,178,0
9_32,10_32,106,0
9_32,9_33,135,0
9_33,10_33,140,0
9_33,9_34,166,0
9_34,10_34,185,0
9_34,9_35,179,0
9_35,10_35,129,0
9_35,9_36,110,0
9_36,10_36,75,0
9_36,9_37,149,0
9_37,10_37,185,0
9_37,9_38,162,0
9_38,10_38,58,0
9_38,9_39,126,0
9_39,10_39,66,0
9_39,9_40,148,0
9_40,10_40,116,0
9_40,9_41,96,0
9_41,10_41,187,0
9_41,9_42,68,0
9_42,10_42,89,0
9_42,9_43,53,0
9_43,10_43,61,0
9_43,9_44,77,0
9_44,10_44,76,0
9_44,9_45,86,0
9_45,10_45,62,0
9_45,9_46,86,0
9_46,10_46,154,0
9_46,9_47,146,0
9_47,10_47,161,0
9_47,9_48,91,0
9_48,10_48,164,0
9_48,9_49,168,0
9_49,10_49,79,0
10_0,11_0,88,0
10_0,10_1,112,0
10_1,11_1,70,0
10_1,10_2,166,0
10_2,11_2,146,0
10_2,10_3,150,0
10_3,11_3,52,0
10_3,10_4,192,0
10_4,11_4,174,0
10_4,10_5,157,0
10_5,11_5,98,0
10_5,10_6,125,0
10_6,11_6,59,0
10_6,10_7,132,0
10_7,11_7,179,0
10_7,10_8,123,0
10_8,11_8,190,0
10_8,10_9,88,0
10_9,11_9,163,0
10_9,10_10,193,0
10_10,11_10,133,0
10_10,10_11,53,0
10_11,11_11,99,0
10_11,10_12,76,0
10_12,11_12,100,0
10_12,10_13,110,0
10_13,11_13,135,0
10_13,10_14,192,0
10_14,11_14,122,0
10_14,10_15,168,0
10_15,11_15,185,0
10_15,10_16,116,0
10_16,11_16,77,0
10_16,10_17,85,0
10_17,11_17,159,0
10_17,10_18,175,0
10_18,11_18,145,0
10_18,10_19,193,0
10_19,11_19,101,0
10_19,10_20,90,0
10_20,11_20,80,0
10_20,10_21,191,0
10_21,11_21,167,0
10_21,10_22,75,0
10_22,11_22,63,0
10_22,10_23,186,0
10_23,11_23,112,0
10_23,10_24,122,0
10_24,11_24,77,0
10_24,10_25,126,0
10_25,11_25,140,0
10_25,10_26,80,0
10_26,11_26,167,0
10_26,10_27,115,0
10_27,11_27,59,0
10_27,10_28,110,0
10_28,11_28,100,0
10_28,10_29,56,0
10_29,11_29,107,0
10_29,10_30,161,0
10_30,11_30,180,0
10_30,10_31,147,0
10_31,11_31,65,0
10_31,10_32,198,0
10_32,11_32,120,0
10_32,10_33,112,0
10_33,11_33,98,0
10_33,10_34,65,0
10_34,11_34,171,0
10_34,10_35,184,0
10_35,11_35,132,0
10_35,10_36,171,0
10_36,11_36,162,0
10_36,10_37,199,0
10_37,11_37,92,0
10_37,10_38,155,0
10_38,11_38,151,0
10_38,10_39,171,0
10_39,11_39,158,0
10_39,10_40,147,0
10_40,11_40,97,0
10_40,10_41,99,0
10_41,11_41,118,0
10_41,10_42,100,0
10_42,11_42,185,0
10_42,10_43,162,0
10_43,11_43,145,0
10_43,10_44,117,0
10_44,11_44,170,0
10_44,10_45,88,0
10_45,11_45,115,0
10_45,10_46,153,0
10_46,11_46,53,0
10_46,10_47,184,0
10_47,11_47,130,0
10_47,10_48,159,0
10_48,11_48,136,0
10_48,10_49,157,0
10_49,11_49,164,0
11_0,12_0,110,0
11_0,11_1,137,0
11_1,12_1,185,0
11_1,11_2,153,0
11_2,12_2,175,0
11_2,11_3,102,0
11_3,12_3,69,0
11_3,11_4,134,0
11_4,12_4,176,0
11_4,11_5,128,0
11_5,12_5,90,0
11_5,11_6,105,0
11_6,12_6,106,0
11_6,11_7,177,0
11_7,12_7,105,0
11_7,11_8,163,0
11_8,12_8,115,0
11_8,11_9,95,0
11_9,12_9,185,0
11_9,11_10,193,0
11_10,12_10,84,0
11_10,11_11,57,0
11_11,12_11,63,0
11_11,11_12,139,0
11_12,12_12,154,0
11_12,11_13,105,0
11_13,12_13,191,0
11_13,11_14,127,0
11_14,12_14,75,0
11_14,11_15,128,0
11_15,12_15,76,0
11_15,11_16,163,0
11_16,12_16,168,0
11_16,11_17,75,0
11_17,12_17,163,0
11_17,11_18,141,0
11_18,12_18,126,0
11_18,11_19,199,0
11_19,12_19,76,0
11_19,11_20,80,0
11_20,12_20,166,0
11_20,11_21,148,0
11_21,12_21,80,0
11_21,11_22,81,0
11_22,12_22,128,0
11_22,11_23,142,0
11_23,12_23,183,0
11_23,11_24,93,0
11_24,12_24,118,0
11_24,11_25,193,0
11_25,12_25,115,0
11_25,11_26,155,0
11_26,12_26,100,0
11_26,11_27,84,0
11_27,12_27,153,0
11_27,11_28,200,0
11_28,12_28,169,0
11_28,11_29,78,0
11_29,12_29,145,0
11_29,11_30,160,0
11_30,12_30,144,0
11_30,11_31,172,0
11_31,12_31,175,0
11_31,11_32,115,0
11_32,12_32,194,0
11_32,11_33,72,0
11_33,12_33,123,0
11_33,11_34,170,0
11_34,12_34,63,0
11_34,11_35,187,0
11_35,12_35,186,0
11_35,11_36,159,0
11_36,12_36,191,0
11_36,11_37,185,0
